CISNo,audit_name,reg_query_path,reg_query_name,query_method,description
2.3.17.1,2.3.17.1 (L1) Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled' (Automated),HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,FilterAdministratorToken,registry,This policy setting controls the behavior of Admin Approval Mode for the built-in Administrator account. The recommended state for this setting is: Enabled.
2.3.17.2,2.3.17.2 (L1) Ensure 'User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode' is set to 'Prompt for consent on the secure desktop' or higher (Automated),HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,registry,This policy setting controls the behavior of the elevation prompt for administrators. The recommended state for this setting is: Prompt for consent on the secure desktop. Configuring this setting to Prompt for credentials on the secure desktop also conforms to the benchmark.
2.3.17.3,2.3.17.3 (L1) Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests',HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorUser,registry,This policy setting controls the behavior of the elevation prompt for standard users. The recommended state for this setting is: Automatically deny elevation requests.
2.3.17.4,2.3.17.4 (L1) Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled'," ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"""," ""EnableInstallerDetection"""," ""registry""",This policy setting controls the behavior of application installation detection for the computer. The recommended state for this setting is: Enabled.
2.3.17.5,2.3.17.5 (L1) Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled'," ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"""," ""EnableSecureUIAPaths"""," ""registry""","This policy setting controls whether applications that request to run with a User Interface Accessibility (UIAccess) integrity level must reside in a secure location in the file system. Secure locations are limited to the following: â€¢ â€¦\Program Files\, including subfolders â€¢ â€¦\Windows\System32\ â€¢ â€¦\Program Files (x86)\, including subfolders (for 64-bit versions of Windows) Note: Windows enforces a public key infrastructure (PKI) signature check on any interactive application that requests to run with a UIAccess integrity level regardless of the state of this security setting. The recommended state for this setting is: Enabled."
2.3.17.6,2.3.17.6 (L1) Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled'," ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"""," ""EnableLUA"""," ""registry""","This policy setting controls the behavior of all User Account Control (UAC) policy settings for the computer. If you change this policy setting, you must restart your computer. The recommended state for this setting is: Enabled."
2.3.17.7,2.3.17.7 (L1) Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled'," ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"""," ""PromptOnSecureDesktop"""," ""registry""",This policy setting controls whether the elevation request prompt is displayed on the interactive user's desktop or the secure desktop. The recommended state for this setting is: Enabled.
2.3.17.8,2.3.17.8 (L1) Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled'," ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"""," ""EnableVirtualization"""," ""registry""",This policy setting controls whether application write failures are redirected to defined registry and file system locations. This policy setting mitigates applications that run as administrator and write run-time application data to: â€¢ %ProgramFiles% â€¢ %windir% â€¢ %windir%\System32 â€¢ HKLM\SOFTWARE The recommended state for this setting is: Enabled.
5.1,5.1 (L2) Ensure 'Bluetooth Audio Gateway Service (BTAGService)' is set to 'Disabled'," ""HKLM:\SYSTEM\CurrentControlSet\Services\BTAGService"""," ""Start"""," ""registry""",Service supporting the audio gateway role of the Bluetooth Handsfree Profile. The recommended state for this setting is: Disabled.
5.2,5.2 (L2) Ensure 'Bluetooth Support Service (bthserv)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\bthserv,Start,registry,The Bluetooth service supports discovery and association of remote Bluetooth devices. The recommended state for this setting is: Disabled.
5.3,5.3 (L1) Ensure 'Computer Browser (Browser)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\Browser,Start,registry,Maintains an updated list of computers on the network and supplies this list to computers designated as browsers. The recommended state for this setting is: Disabled or Not Installed.
5.4,5.4 (L2) Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\MapsBroker,Start,registry,Windows service for application access to downloaded maps. This service is started on- demand by application accessing downloaded maps. 
5.5,5.5 (L2) Ensure 'Geolocation Service (lfsvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\lfsvc,Start,registry,This service monitors the current location of the system and manages geofences (a geographical location with associated events). The recommended state for this setting is: Disabled.
5.6,5.6 (L1) Ensure 'IIS Admin Service (IISADMIN)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\IISADMIN,Start,registry,Enables the server to administer the IIS metabase. The IIS metabase stores configuration for the SMTP and FTP services. The recommended state for this setting is: Disabled or Not Installed.
5.7,5.7 (L1) Ensure 'Infrared monitor service (irmon)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\irmon,Start,registry,Detects other Infrared devices that are in range and launches the file transfer application. The recommended state for this setting is: Disabled or Not Installed.
5.8,5.8 (L1) Ensure 'Internet Connection Sharing (ICS) (SharedAccess)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess,Start,registry,"Provides network access translation, addressing, name resolution and/or intrusion prevention services for a home or small office network. The recommended state for this setting is: Disabled."
5.9,5.9 (L2) Ensure 'Link-Layer Topology Discovery Mapper (lltdsvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\lltdsvc,Start,registry,"Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device. The recommended state for this setting is: Disabled."
5.1,5.10 (L1) Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\LxssManager,Start,registry,The LXSS Manager service supports running native ELF binaries. The service provides the infrastructure necessary for ELF binaries to run on Windows. The recommended state for this setting is: Disabled or Not Installed.
5.11,5.11 (L1) Ensure 'Microsoft FTP Service (FTPSVC)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\FTPSVC,Start,registry,Enables the server to be a File Transfer Protocol (FTP) server. The recommended state for this setting is: Disabled or Not Installed.
5.12,5.12 (L2) Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\MSiSCSI,Start,registry,Manages Internet SCSI (iSCSI) sessions from this computer to remote target devices. The recommended state for this setting is: Disabled.
5.13,5.13 (L1) Ensure 'OpenSSH SSH Server (sshd)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\sshd,Start,registry,SSH protocol based service to provide secure encrypted communications between two untrusted hosts over an insecure network. The recommended state for this setting is: Disabled or Not Installed.
5.14,5.14 (L2) Ensure 'Peer Name Resolution Protocol (PNRPsvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\PNRPsvc,Start,registry,Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). The recommended state for this setting is: Disabled.
5.15,5.15 (L2) Ensure 'Peer Networking Grouping (p2psvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\p2psvc,Start,registry,Enables multi-party communication using Peer-to-Peer Grouping. The recommended state for this setting is: Disabled.
5.16,5.16 (L2) Ensure 'Peer Networking Identity Manager (p2pimsvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\p2pimsvc,Start,registry,Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to- Peer Grouping services. The recommended state for this setting is: Disabled.
5.17,5.17 (L2) Ensure 'PNRP Machine Name Publication Service (PNRPAutoReg)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\PNRPAutoReg,Start,registry,This service publishes a machine name using the Peer Name Resolution Protocol. Configuration is managed via the netsh context â€˜p2p pnrp peerâ€™. The recommended state for this setting is: Disabled.
5.18,5.18 (L2) Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\Spooler,Start,registry,This service spools print jobs and handles interaction with printers. The recommended state for this setting is: Disabled.
5.19,5.19 (L2) Ensure 'Problem Reports and Solutions Control Panel Support (wercplsupport)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\wercplsupport,Start,registry,"This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel. The recommended state for this setting is: Disabled."
5.2,5.20 (L2) Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\RasAuto,Start,registry,Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address. The recommended state for this setting is: Disabled.
5.21,5.21 (L2) Ensure 'Remote Desktop Configuration (SessionEnv)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\SessionEnv,Start,registry,"Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates. The recommended state for this setting is: Disabled."
5.22,5.22 (L2) Ensure 'Remote Desktop Services (TermService)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\TermService,Start,registry,Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service. The recommended state for this setting is: Disabled.
5.23,5.23 (L2) Ensure 'Remote Desktop Services UserMode Port Redirector (UmRdpService)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\UmRdpService,Start,registry,Allows the redirection of Printers/Drives/Ports for RDP connections. The recommended state for this setting is: Disabled.
5.24,5.24 (L1) Ensure 'Remote Procedure Call (RPC) Locator (RpcLocator)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\RpcLocator,Start,registry,"In Windows 2003 and older versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista or newer versions of Windows, this service does not provide any functionality and is present for application compatibility. The recommended state for this setting is: Disabled."
5.25,5.25 (L2) Ensure 'Remote Registry (RemoteRegistry)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\RemoteRegistry,Start,registry,Enables remote users to view and modify registry settings on this computer. The recommended state for this setting is: Disabled.
5.26,5.26 (L1) Ensure 'Routing and Remote Access (RemoteAccess)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\RemoteAccess,Start,registry,Offers routing services to businesses in local area and wide area network environments. The recommended state for this setting is: Disabled.
5.27,5.27 (L2) Ensure 'Server (LanmanServer)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer,Start,registry,"Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. The recommended state for this setting is: Disabled."
5.28,5.28 (L1) Ensure 'Simple TCP/IP Services (simptcp)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\simptcp,Start,registry,"Supports the following TCP/IP services: Character Generator, Daytime, Discard, Echo, and Quote of the Day. The recommended state for this setting is: Disabled or Not Installed."
5.29,5.29 (L2) Ensure 'SNMP Service (SNMP)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\SNMP,Start,registry,Enables Simple Network Management Protocol (SNMP) requests to be processed by this computer. The recommended state for this setting is: Disabled or Not Installed.
5.3,5.30 (L1) Ensure 'Special Administration Console Helper (sacsvr)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\sacsvr,Start,registry,This service allows administrators to remotely access a command prompt using Emergency Management Services. The recommended state for this setting is: Disabled or Not Installed.
5.31,5.31 (L1) Ensure 'SSDP Discovery (SSDPSRV)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\SSDPSRV,Start,registry,"Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. The recommended state for this setting is: Disabled."
5.32,5.32 (L1) Ensure 'UPnP Device Host (upnphost)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\upnphost,Start,registry,Allows UPnP devices to be hosted on this computer. The recommended state for this setting is: Disabled.
5.33,5.33 (L1) Ensure 'Web Management Service (WMSvc)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\WMSvc,Start,registry,"The Web Management Service enables remote and delegated management capabilities for administrators to manage for the Web server, sites and applications present on the machine. The recommended state for this setting is: Disabled or Not Installed."
5.34,5.34 (L2) Ensure 'Windows Error Reporting Service (WerSvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\WerSvc,Start,registry,Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. The recommended state for this setting is: Disabled.
5.35,5.35 (L2) Ensure 'Windows Event Collector (Wecsvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\Wecsvc,Start,registry,"This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. The recommended state for this setting is: Disabled."
5.36,5.36 (L1) Ensure 'Windows Media Player Network Sharing Service (WMPNetworkSvc)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc,Start,registry,Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play. The recommended state for this setting is: Disabled or Not Installed.
5.37,5.37 (L1) Ensure 'Windows Mobile Hotspot Service (icssvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\icssvc,Start,registry,Provides the ability to share a cellular data connection with another device. The recommended state for this setting is: Disabled.
5.38,5.38 (L2) Ensure 'Windows Push Notifications System Service (WpnService)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\WpnService,Start,registry,This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server. The recommended state for this setting is: Disabled.
5.39,5.39 (L2) Ensure 'Windows PushToInstall Service (PushToInstall)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\PushToInstall,Start,registry,This service manages Apps that are pushed to the device from the Microsoft Store App running on other devices or the web. The recommended state for this setting is: Disabled.
5.4,5.40 (L2) Ensure 'Windows Remote Management (WS Management) (WinRM)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\WinRM,Start,registry,Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The recommended state for this setting is: Disabled.
5.41,5.41 (L1) Ensure 'World Wide Web Publishing Service (W3SVC)' is set to 'Disabled' or 'Not Installed' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\W3SVC,Start,registry,Provides Web connectivity and administration through the Internet Information Services Manager. The recommended state for this setting is: Disabled or Not Installed.
5.42,5.42 (L1) Ensure 'Xbox Accessory Management Service (XboxGipSvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\XboxGipSvc,Start,registry,This service manages connected Xbox Accessories. The recommended state for this setting is: Disabled.
5.43,5.43 (L1) Ensure 'Xbox Live Auth Manager (XblAuthManager)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\XblAuthManager,Start,registry,Provides authentication and authorization services for interacting with Xbox Live. The recommended state for this setting is: Disabled.
5.44,5.44 (L1) Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\XblGameSave,Start,registry,This service syncs save data for Xbox Live save enabled games. The recommended state for this setting is: Disabled.
5.45,5.45 (L1) Ensure 'Xbox Live Networking Service (XboxNetApiSvc)' is set to 'Disabled' (Automated),HKLM:\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc,Start,registry,This service supports the Windows.Networking.XboxLive application programming interface. The recommended state for this setting is: Disabled.
9.2.1,9.2.1 (L1) Ensure 'Windows Firewall: Private: Firewall state' is set to 'On (recommended)',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,EnableFirewall,registry,"Select On (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select Off, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: On (recommended)."
9.2.2,9.2.2 (L1) Ensure 'Windows Firewall: Private: Inbound connections' is set to 'Block (default)',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultInboundAction,registry,This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block (default).
9.2.3,9.2.3 (L1) Ensure 'Windows Firewall: Private: Settings: Display a notification' is set to 'No',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableNotifications,registry,Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: No.
9.2.4,9.2.4 (L1) Ensure 'Windows Firewall: Private: Logging: Name' is set to '%SystemRoot%\System32\logfiles\firewall\privatefw.log',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFilePath,registry,Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is:%SystemRoot%\System32\logfiles\firewall\privatefw.log.
9.2.5,"9.2.5 (L1) Ensure 'Windows Firewall: Private: Logging: Size limit (KB)' is set to '16,384 KB or greater'",HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFileSize,registry,"Use this option to specify the size limit of the file in which Windows Firewall will write its log information. The recommended state for this setting is: 16,384 KB or greater."
9.2.6,9.2.6 (L1) Ensure 'Windows Firewall: Private: Logging: Log dropped packets' is set to 'Yes',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogDroppedPackets,registry,Use this option to log when Windows Firewall with Advanced Security discards an inbound packet for any reason. The log records why and when the packet was dropped. Look for entries with the word DROP in the action column of the log. The recommended state for this setting is: Yes.
9.2.7,9.2.7 (L1) Ensure 'Windows Firewall: Private: Logging: Log successful connections' is set to 'Yes',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogSuccessfulConnections,registry,Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log. The recommended state for this setting is: Yes.
9.3.1,9.3.1 (L1) Ensure 'Windows Firewall: Public: Firewall state' is set to 'On (recommended)',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,EnableFirewall,registry,"Select On (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select Off, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: On (recommended)."
9.3.2,9.3.2 (L1) Ensure 'Windows Firewall: Public: Inbound connections' is set to 'Block (default)',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultInboundAction,registry,This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block (default).
9.3.3,9.3.3 (L1) Ensure 'Windows Firewall: Public: Settings: Display a notification' is set to 'No',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableNotifications,registry,Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: No.
9.3.4,9.3.4 (L1) Ensure 'Windows Firewall: Public: Settings: Apply local firewall rules' is set to 'No',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,registry,This setting controls whether local administrators are allowed to create local firewall rules that apply together with firewall rules configured by Group Policy. The recommended state for this setting is: No.
9.3.5,9.3.5 (L1) Ensure 'Windows Firewall: Public: Settings: Apply local connection security rules' is set to 'No',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,registry,This setting controls whether local administrators are allowed to create connection security rules that apply together with connection security rules configured by Group Policy. The recommended state for this setting is: No.
9.3.6,9.3.6 (L1) Ensure 'Windows Firewall: Public: Logging: Name' is set to '%SystemRoot%\System32\logfiles\firewall\publicfw.log',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFilePath,registry,Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is:%SystemRoot%\System32\logfiles\firewall\publicfw.log.
9.3.7,"9.3.7 (L1) Ensure 'Windows Firewall: Public: Logging: Size limit (KB)' is set to '16,384 KB or greater'",HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,registry,"Use this option to specify the size limit of the file in which Windows Firewall will write its log information. The recommended state for this setting is: 16,384 KB or greater."
9.3.8,9.3.8 (L1) Ensure 'Windows Firewall: Public: Logging: Log dropped packets' is set to 'Yes',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,registry,Use this option to log when Windows Firewall with Advanced Security discards an inbound packet for any reason. The log records why and when the packet was dropped. Look for entries with the word DROP in the action column of the log. The recommended state for this setting is: Yes.
9.3.9,9.3.9 (L1) Ensure 'Windows Firewall: Public: Logging: Log successful connections' is set to 'Yes',HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogSuccessfulConnections,registry,Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log. The recommended state for this setting is: Yes.
17.1.1,17.1.1 (L1) Ensure 'Audit Credential Validation' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Credential Validation,auditpol,"This subcategory reports the results of validation tests on credentials submitted for a user account logon request. These events occur on the computer that is authoritative for the credentials. For domain accounts, the Domain Controller is authoritative, whereas for local accounts, the local computer is authoritative. In domain environments, most of the Account Logon events occur in the Security log of the Domain Controllers that are authoritative for the domain accounts. However, these events can occur on other computers in the organization when local accounts are used to log on. Events for this subcategory include: â€¢ 4774: An account was mapped for logon. â€¢ 4775: An account could not be mapped for logon. â€¢ 4776: The Domain Controller attempted to validate the credentials for an account. â€¢ 4777: The Domain Controller failed to validate the credentials for an account. The recommended state for this setting is: Success and Failure."
17.2.1,17.2.1 (L1) Ensure 'Audit Application Group Management' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Application Group Management,auditpol,"This policy setting allows you to audit events generated by changes to application groups such as the following: â€¢ Application group is created, changed, or deleted. â€¢ Member is added or removed from an application group. Application groups are utilized by Windows Authorization Manager, which is a flexible framework created by Microsoft for integrating role-based access control (RBAC) into applications. More information on Windows Authorization Manager is available at MSDN - Windows Authorization Manager. The recommended state for this setting is: Success and Failure."
17.2.2,17.2.2 (L1) Ensure 'Audit Security Group Management' is set to include 'Success' (Automated),auditpol /get /subcategory,Security Group Management,auditpol,"This subcategory reports each event of security group management, such as when a security group is created, changed, or deleted or when a member is added to or removed from a security group. If you enable this Audit policy setting, administrators can track events to detect malicious, accidental, and authorized creation of security group accounts. Events for this subcategory include: • 4727: A security-enabled global group was created. • 4728: A member was added to a security-enabled global group. • 4729: A member was removed from a security-enabled global group. • 4730: A security-enabled global group was deleted. • 4731: A security-enabled local group was created. • 4732: A member was added to a security-enabled local group. • 4733: A member was removed from a security-enabled local group. • 4734: A security-enabled local group was deleted. • 4735: A security-enabled local group was changed. • 4737: A security-enabled global group was changed. • 4754: A security-enabled universal group was created. • 4755: A security-enabled universal group was changed. • 4756: A member was added to a security-enabled universal group. • 4757: A member was removed from a security-enabled universal group. • 4758: A security-enabled universal group was deleted. • 4764: A group's type was changed. The recommended state for this setting is to include: Success."
17.2.3,17.2.3 (L1) Ensure 'Audit User Account Management' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,User Account Management,auditpol,"This subcategory reports each event of user account management, such as when a user account is created, changed, or deleted; a user account is renamed, disabled, or enabled; or a password is set or changed. If you enable this Audit policy setting, administrators can track events to detect malicious, accidental, and authorized creation of user accounts. Events for this subcategory include: â€¢ 4720: A user account was created. â€¢ 4722: A user account was enabled. â€¢ 4723: An attempt was made to change an account's password. â€¢ 4724: An attempt was made to reset an account's password. â€¢ 4725: A user account was disabled. â€¢ 4726: A user account was deleted. â€¢ 4738: A user account was changed. â€¢ 4740: A user account was locked out. â€¢ 4765: SID History was added to an account. â€¢ 4766: An attempt to add SID History to an account failed. â€¢ 4767: A user account was unlocked. â€¢ 4780: The ACL was set on accounts which are members of administrators groups. â€¢ 4781: The name of an account was changed: â€¢ 4794: An attempt was made to set the Directory Services Restore Mode. â€¢ 5376: Credential Manager credentials were backed up. â€¢ 5377: Credential Manager credentials were restored from a backup. The recommended state for this setting is: Success and Failure."
17.3.1,17.3.1 (L1) Ensure 'Audit PNP Activity' is set to include 'Success' (Automated),auditpol /get /subcategory,PNP Activity,auditpol,This policy setting allows you to audit when plug and play detects an external device. The recommended state for this setting is to include: Success. 
17.3.2,17.3.2 (L1) Ensure 'Audit Process Creation' is set to include 'Success' (Automated),auditpol /get /subcategory,Process Creation,auditpol,This subcategory reports the creation of a process and the name of the program or user that created it. Events for this subcategory include: • 4688: A new process has been created. • 4696: A primary token was assigned to process. Refer to Microsoft Knowledge Base article 947226: Description of security events in Windows Vista and in Windows Server 2008 for the most recent information about this setting. The recommended state for this setting is to include: Success.
17.5.1,17.5.1 (L1) Ensure 'Audit Account Lockout' is set to include 'Failure' (Automated),auditpol /get /subcategory,Account Lockout,auditpol,This subcategory reports when a user's account is locked out as a result of too many failed logon attempts. Events for this subcategory include: • 4625: An account failed to log on. The recommended state for this setting is to include: Failure.
17.5.2,17.5.2 (L1) Ensure 'Audit Group Membership' is set to include 'Success' (Automated),auditpol /get /subcategory,Group Membership,auditpol,"This policy allows you to audit the group membership information in the user’s logon token. Events in this subcategory are generated on the computer on which a logon session is created. For an interactive logon, the security audit event is generated on the computer that the user logged on to. For a network logon, such as accessing a shared folder on the network, the security audit event is generated on the computer hosting the resource. The recommended state for this setting is to include: Success."
17.5.3,17.5.3 (L1) Ensure 'Audit Logoff' is set to include 'Success' (Automated),auditpol /get /subcategory,Logoff,auditpol,"This subcategory reports when a user logs off from the system. These events occur on the accessed computer. For interactive logons, the generation of these events occurs on the computer that is logged on to. If a network logon takes place to access a share, these events generate on the computer that hosts the accessed resource. If you configure this setting to No auditing, it is difficult or impossible to determine which user has accessed or attempted to access organization computers. Events for this subcategory include: • 4634: An account was logged off. • 4647: User initiated logoff. The recommended state for this setting is to include: Success."
